record_id,date,region,sales_channel,customer_segment,product_category,revenue,units_sold,cost_of_goods,marketing_spend,customer_acquisition_cost,profit_margin,return_rate
866,2021-06-10,West,In-Store,Regular,Automotive,693.86,2,2026.33,40.61,6.98,0.469,0.076
867,2020-06-21,North,Mobile App,Premium,Clothing,3997.57,8,1093.68,792.28,75.06,0.418,0.15
868,2020-04-06,South,Mobile App,Basic,Sports,2388.16,97,4985.08,352.48,49.62,0.203,0.092
869,2023-09-11,East,In-Store,Basic,Electronics,3352.37,32,620.73,479.44,27.87,0.321,0.09
870,2021-01-23,East,Mobile App,Regular,Books,3902.36,88,4519.13,724.66,199.49,0.448,0.116
871,2020-03-01,Central,Phone,Basic,Automotive,4822.76,23,4781.22,493.32,7.92,0.377,0.126
872,2020-11-16,Central,Mobile App,Regular,Clothing,9794.44,79,3954.17,883.67,12.71,0.235,0.116
873,2020-10-02,South,Phone,Premium,Beauty,2380.05,85,3426.27,730.02,46.78,0.347,0.105
874,2020-04-21,West,In-Store,Premium,Books,9506.7,39,2520.27,837.94,121.64,0.364,0.127
875,2022-01-27,East,In-Store,Premium,Clothing,6367.08,8,1602.7,80.98,184.69,0.226,0.055
876,2020-07-06,Central,Online,Regular,Home,512.94,6,2273.62,285.12,186.4,0.116,0.119
877,2022-06-29,South,Mobile App,Basic,Electronics,8895.01,92,2742.0,836.23,187.07,0.327,0.114
878,2023-01-04,West,Online,Premium,Food,5782.5,50,4430.26,367.57,23.83,0.141,0.137
879,2022-08-04,West,Phone,Regular,Sports,6210.02,80,2813.47,421.95,32.21,0.274,0.093
880,2021-02-26,West,Mobile App,Regular,Sports,2053.77,73,4210.77,112.24,191.21,0.488,0.013
881,2020-07-27,Central,Phone,Premium,Beauty,581.46,84,4437.95,786.27,136.27,0.229,0.08
882,2021-09-05,South,Online,Regular,Toys,9663.61,74,1316.15,451.3,159.58,0.382,0.137
883,2022-12-14,East,In-Store,Basic,Beauty,4979.45,64,1502.44,575.27,82.5,0.481,0.076
884,2020-09-10,North,In-Store,Basic,Sports,5901.95,100,2477.89,783.86,159.64,0.471,0.144
885,2020-02-16,West,Mobile App,Basic,Automotive,7491.84,9,4784.85,770.74,178.64,0.351,0.006
886,2022-08-15,East,Phone,Regular,Sports,1635.61,67,2941.24,251.25,89.28,0.29,0.121
887,2023-03-29,East,In-Store,Premium,Electronics,7301.85,88,2793.31,86.78,139.11,0.21,0.046
888,2020-07-17,North,Online,Regular,Home,1537.0,3,3067.52,79.28,166.5,0.284,0.066
889,2023-03-01,Central,Online,Regular,Home,9869.83,4,1245.25,694.11,180.49,0.118,0.09
890,2022-04-15,West,Online,Regular,Home,6843.52,51,3996.55,107.28,146.6,0.298,0.021
891,2020-12-28,East,Mobile App,Regular,Food,718.61,84,2742.39,892.75,157.6,0.259,0.094
892,2021-03-23,East,Phone,Regular,Clothing,8718.47,78,619.91,377.89,35.53,0.151,0.019
893,2021-06-26,East,Mobile App,Regular,Electronics,3852.43,11,1581.53,571.46,193.87,0.202,0.01
894,2022-09-15,East,Mobile App,Basic,Automotive,5349.22,13,4493.97,674.13,126.72,0.403,0.017
895,2021-09-19,West,Mobile App,Regular,Books,356.24,49,1028.73,949.68,54.92,0.4,0.119
896,2022-12-24,East,Online,Regular,Food,6227.12,21,1962.56,987.71,197.64,0.144,0.142
897,2021-04-30,South,Phone,Regular,Food,841.14,39,3434.79,267.46,68.33,0.435,0.08
898,2020-11-12,North,Online,Basic,Home,9890.11,98,2023.98,876.79,8.21,0.194,0.03
899,2020-06-14,South,Phone,Basic,Beauty,6429.61,90,4398.69,819.86,29.54,0.123,0.114
900,2021-01-18,West,Online,Basic,Garden,5435.26,25,838.85,154.24,51.87,0.473,0.084
901,2022-07-25,East,In-Store,Premium,Garden,9168.77,25,2499.91,366.82,106.33,0.12,0.104
902,2023-07-17,South,Phone,Regular,Garden,8096.83,97,4248.94,360.38,155.73,0.354,0.032
903,2022-11-15,West,Phone,Premium,Food,1882.56,70,1695.99,236.92,110.43,0.173,0.14
904,2022-08-23,North,Phone,Basic,Food,1743.68,95,2735.96,896.24,11.54,0.198,0.125
905,2022-09-20,North,Mobile App,Premium,Automotive,2224.88,95,4366.12,673.39,48.29,0.155,0.042
906,2021-06-06,North,Online,Basic,Food,9183.96,15,145.43,832.76,42.82,0.286,0.077
907,2023-02-10,East,Phone,Regular,Beauty,7110.77,33,866.68,341.15,89.65,0.249,0.141
908,2020-08-23,East,Phone,Basic,Food,7713.28,2,2333.73,602.12,189.58,0.252,0.113
909,2023-12-09,East,Online,Basic,Clothing,9196.17,54,3679.42,544.96,37.07,0.342,0.054
910,2023-07-28,West,Online,Regular,Beauty,9963.24,3,2325.21,336.61,79.9,0.138,0.061
911,2022-01-24,North,Online,Premium,Automotive,7220.13,51,2127.26,366.99,28.95,0.146,0.031
912,2023-03-02,West,Online,Premium,Home,9805.01,67,3214.9,881.69,63.4,0.444,0.017
913,2023-03-01,North,Online,Basic,Automotive,5660.28,20,360.35,701.75,91.56,0.236,0.095
914,2022-08-29,Central,Phone,Regular,Beauty,8337.23,16,951.33,60.63,189.3,0.305,0.056
915,2020-02-10,West,In-Store,Regular,Food,5744.23,67,2369.21,399.48,103.63,0.377,0.051
916,2023-12-13,North,Mobile App,Basic,Food,6410.55,70,324.6,94.8,111.16,0.23,0.132
917,2023-06-02,East,Online,Regular,Books,1957.55,64,4743.19,955.44,8.38,0.182,0.116
918,2022-12-20,East,Phone,Premium,Garden,8358.13,41,2919.09,123.64,140.22,0.301,0.026
919,2020-10-03,West,Phone,Regular,Sports,7409.99,91,3343.59,329.49,53.96,0.202,0.082
920,2021-11-18,East,Phone,Basic,Books,4170.01,66,2772.65,558.91,50.42,0.388,0.029
921,2023-11-21,West,Online,Basic,Clothing,2482.8,73,1023.0,251.32,187.29,0.462,0.043
922,2023-05-02,West,Online,Premium,Sports,8449.27,75,4663.16,634.96,36.97,0.332,0.08
923,2022-12-16,Central,Online,Premium,Books,8361.78,78,1480.27,916.58,146.11,0.182,0.106
924,2023-05-05,West,In-Store,Regular,Automotive,6002.09,21,3463.62,16.66,189.15,0.393,0.058
925,2021-04-22,East,Mobile App,Basic,Garden,6669.76,47,3868.98,650.18,45.43,0.453,0.062
926,2021-09-26,West,Phone,Basic,Books,3174.4,58,4942.37,776.35,60.46,0.362,0.036
927,2021-10-08,East,In-Store,Premium,Garden,3712.07,78,1384.44,415.08,196.37,0.183,0.051
928,2022-03-26,East,Online,Regular,Toys,7781.64,68,1683.06,310.5,28.76,0.229,0.037
929,2022-08-15,West,Mobile App,Regular,Home,8091.35,40,4136.07,304.7,122.23,0.122,0.056
930,2023-09-30,South,Mobile App,Premium,Automotive,9127.81,9,3156.73,536.91,99.11,0.385,0.047
931,2021-05-12,North,Phone,Premium,Beauty,9984.28,63,3429.18,345.76,28.13,0.169,0.017
932,2020-07-10,North,Mobile App,Regular,Home,5636.79,73,4734.77,39.79,69.43,0.16,0.013
933,2021-11-08,South,Phone,Premium,Automotive,2935.15,76,50.74,480.21,117.02,0.36,0.119
934,2020-11-03,West,Mobile App,Regular,Beauty,4019.0,12,485.24,858.91,51.41,0.175,0.004
935,2021-11-19,South,In-Store,Basic,Food,429.22,28,1138.7,833.61,199.37,0.165,0.117
936,2020-05-22,East,Phone,Regular,Automotive,5357.94,42,587.77,397.52,164.93,0.122,0.036
937,2020-10-24,West,Mobile App,Premium,Sports,2068.22,60,3719.99,612.57,131.58,0.351,0.046
938,2022-07-01,North,Mobile App,Premium,Toys,222.11,89,2392.15,204.74,85.32,0.422,0.072
939,2023-07-07,South,Mobile App,Basic,Sports,9708.44,92,2428.02,200.03,90.93,0.216,0.032
940,2022-11-01,South,Online,Regular,Garden,6012.01,28,4398.47,923.28,162.14,0.319,0.026
941,2021-01-17,North,Mobile App,Regular,Sports,3677.03,84,95.04,727.27,150.27,0.106,0.06
942,2020-02-08,South,Mobile App,Regular,Clothing,100.11,80,4973.05,56.65,6.9,0.248,0.001
943,2022-04-25,North,Online,Basic,Books,5218.35,66,2284.31,782.83,52.99,0.376,0.117
944,2020-11-16,North,Mobile App,Regular,Home,5099.95,35,1218.64,762.94,156.34,0.386,0.063
945,2023-01-18,East,Phone,Premium,Garden,2207.16,21,2301.93,98.85,85.69,0.289,0.1
946,2022-12-08,South,In-Store,Premium,Sports,4630.24,9,1403.82,728.75,145.94,0.424,0.106
947,2022-09-21,West,Phone,Basic,Toys,637.03,50,4092.52,440.48,68.18,0.132,0.066
948,2023-05-17,West,Phone,Basic,Garden,5564.83,90,3162.21,251.66,154.47,0.43,0.122
949,2021-09-30,East,Mobile App,Basic,Books,363.66,63,3823.95,690.36,112.66,0.458,0.027
950,2022-05-27,South,Mobile App,Premium,Toys,5926.88,81,796.85,311.65,59.68,0.194,0.132
951,2021-02-15,Central,In-Store,Premium,Automotive,3089.28,79,3493.85,404.19,131.69,0.287,0.033
952,2021-05-02,West,Mobile App,Basic,Food,9458.82,47,2335.87,624.3,70.11,0.14,0.124
953,2020-12-02,North,In-Store,Regular,Electronics,4503.48,41,4650.34,974.74,66.31,0.277,0.034
954,2020-05-13,West,Phone,Regular,Automotive,1693.95,29,2945.28,145.77,29.94,0.108,0.137
955,2021-08-16,Central,Phone,Regular,Sports,4104.14,25,897.57,746.38,74.54,0.188,0.06
956,2022-02-15,Central,In-Store,Basic,Clothing,5329.06,76,2075.32,154.42,189.06,0.249,0.093
957,2020-12-06,South,Mobile App,Premium,Clothing,7868.25,67,3919.55,648.51,173.91,0.291,0.009
958,2023-07-12,West,Mobile App,Basic,Clothing,3930.03,78,858.88,35.38,142.62,0.432,0.044
959,2021-07-30,South,In-Store,Premium,Clothing,4290.92,92,113.35,474.18,130.79,0.239,0.037
960,2021-07-30,South,Mobile App,Premium,Beauty,9264.38,55,4434.23,103.25,86.62,0.386,0.135
961,2020-09-01,West,Online,Premium,Sports,937.98,38,1591.52,551.14,51.2,0.128,0.105
962,2023-04-15,West,Phone,Premium,Sports,3149.68,93,1803.35,169.3,50.17,0.396,0.039
963,2021-11-22,North,Phone,Premium,Automotive,3442.22,99,193.08,436.92,159.06,0.418,0.076
964,2020-08-27,South,Online,Regular,Food,8387.03,50,1186.75,28.32,163.89,0.22,0.035
965,2023-03-17,West,Online,Regular,Sports,6180.61,9,4243.28,879.04,58.15,0.475,0.021
966,2023-08-14,South,Mobile App,Premium,Sports,7772.19,90,2418.32,991.77,99.59,0.198,0.084
967,2020-05-04,Central,Online,Premium,Garden,4548.59,87,4000.08,190.94,13.63,0.308,0.056
968,2023-06-25,South,Online,Regular,Books,9994.36,30,4398.11,568.31,187.94,0.347,0.083
969,2023-04-08,West,Mobile App,Regular,Toys,3396.48,48,612.04,685.73,178.32,0.363,0.02
970,2021-06-23,North,Online,Regular,Home,5143.87,65,1260.83,28.86,51.62,0.35,0.047
971,2023-04-30,Central,Mobile App,Basic,Garden,6083.56,49,544.53,692.27,111.14,0.28,0.062
972,2020-04-23,North,In-Store,Regular,Automotive,7351.73,65,123.22,126.82,124.75,0.459,0.05
973,2021-08-25,North,Online,Premium,Food,1316.18,50,4927.82,204.91,67.14,0.458,0.135
974,2021-04-23,West,Phone,Basic,Home,2241.74,23,2240.94,887.64,152.76,0.431,0.068
975,2023-12-25,Central,Phone,Premium,Clothing,695.38,87,399.07,621.43,102.18,0.273,0.041
976,2022-12-06,South,Online,Basic,Clothing,8434.17,46,984.94,809.7,100.63,0.211,0.074
977,2021-05-27,South,Phone,Regular,Food,1529.28,41,3097.73,130.35,11.14,0.339,0.092
978,2021-02-27,East,Online,Premium,Clothing,4237.56,36,4852.52,596.87,71.43,0.338,0.036
979,2023-01-27,East,Phone,Basic,Garden,961.82,68,664.33,353.11,66.49,0.405,0.07
980,2020-10-21,West,Phone,Basic,Home,5788.08,46,3355.59,806.55,184.26,0.146,0.095
981,2020-10-12,East,Phone,Regular,Food,6648.95,50,4758.87,500.53,58.53,0.27,0.099
982,2021-08-28,East,Mobile App,Premium,Sports,6293.46,13,1000.95,84.9,136.03,0.135,0.105
983,2022-12-26,East,In-Store,Regular,Toys,1940.64,44,2422.46,544.88,158.16,0.393,0.038
984,2020-01-11,South,In-Store,Premium,Clothing,2924.49,42,3282.73,122.72,162.31,0.246,0.146
985,2020-04-11,North,In-Store,Basic,Toys,2930.81,91,4825.95,378.12,50.97,0.316,0.14
986,2020-04-26,South,Phone,Premium,Clothing,4921.84,50,3050.05,713.8,109.59,0.3,0.133
987,2021-07-10,North,Phone,Basic,Books,3445.28,92,4532.59,247.62,13.55,0.28,0.072
988,2020-08-28,North,Mobile App,Regular,Sports,8489.11,94,1774.74,516.23,76.28,0.198,0.103
989,2022-10-07,East,Phone,Regular,Sports,1125.82,90,1023.46,587.83,135.35,0.107,0.101
990,2022-01-11,North,In-Store,Regular,Automotive,9645.87,86,3259.06,884.67,13.44,0.12,0.029
991,2020-05-13,Central,In-Store,Basic,Garden,3995.6,16,3628.43,152.3,145.77,0.399,0.087
992,2022-08-17,East,In-Store,Premium,Toys,896.44,52,455.12,200.32,162.52,0.424,0.031
993,2020-12-08,West,Online,Basic,Electronics,6447.17,32,528.23,954.74,173.46,0.196,0.045
994,2022-05-23,Central,In-Store,Regular,Toys,6480.88,45,553.57,106.28,178.43,0.144,0.126
995,2022-12-05,North,Phone,Premium,Food,8020.36,94,1899.94,626.34,184.11,0.288,0.068
996,2020-04-12,South,In-Store,Premium,Books,6820.04,27,1096.5,706.69,150.72,0.193,0.072
997,2021-05-07,Central,In-Store,Regular,Electronics,2463.67,63,1001.75,513.68,158.2,0.498,0.118
998,2022-02-10,North,Mobile App,Regular,Electronics,8143.83,35,210.38,242.54,129.83,0.17,0.08
999,2020-08-01,East,In-Store,Basic,Garden,8789.02,15,3750.55,473.7,97.39,0.319,0.106
1000,2023-02-06,South,In-Store,Regular,Clothing,4222.19,42,113.31,619.29,126.11,0.162,0.019
1001,2021-04-13,South,Online,Basic,Clothing,790.49,40,3145.91,829.07,134.72,0.131,0.01
1002,2022-10-19,South,Phone,Regular,Home,7867.81,85,1856.49,521.01,115.26,0.105,0.045
1003,2023-02-09,Central,In-Store,Premium,Clothing,8993.49,20,4744.21,845.63,153.8,0.121,0.141
1004,2022-09-14,Central,In-Store,Basic,Electronics,7652.18,98,4924.64,641.79,13.8,0.488,0.106
1005,2021-02-24,South,Online,Premium,Food,3817.1,47,2053.63,285.14,176.51,0.384,0.137
1006,2023-04-07,North,In-Store,Premium,Electronics,3540.66,31,3876.25,271.0,65.3,0.481,0.135
1007,2023-02-12,West,Online,Premium,Clothing,4018.84,91,450.13,368.59,71.86,0.31,0.122
1008,2020-04-25,South,Online,Premium,Automotive,8160.55,52,1787.17,781.18,92.22,0.171,0.056
1009,2022-03-11,Central,Mobile App,Basic,Clothing,4804.11,40,1856.54,984.54,14.26,0.174,0.131
1010,2020-04-24,Central,Mobile App,Regular,Beauty,5793.8,93,3448.44,767.85,96.26,0.294,0.041
1011,2023-06-09,West,Mobile App,Basic,Home,6713.74,11,2845.13,805.29,144.42,0.331,0.084
1012,2023-12-05,North,Mobile App,Premium,Beauty,5742.35,74,1812.27,129.58,46.19,0.491,0.141
1013,2022-07-02,Central,In-Store,Premium,Garden,7721.42,8,1663.56,869.07,62.88,0.23,0.064
1014,2022-12-31,East,Online,Premium,Toys,8613.48,69,3324.83,648.5,114.2,0.251,0.055
1015,2020-02-14,North,In-Store,Premium,Garden,2712.27,1,4091.08,258.19,25.27,0.377,0.136
1016,2020-06-15,South,Mobile App,Basic,Electronics,7808.19,60,3447.2,864.13,172.72,0.204,0.095
1017,2020-10-18,South,Phone,Regular,Toys,1431.66,61,1337.21,356.36,193.88,0.487,0.054
1018,2021-10-25,West,Online,Premium,Clothing,5652.1,72,2038.66,46.14,176.07,0.433,0.13
1019,2020-05-15,North,Online,Basic,Books,2127.0,67,2562.02,35.07,62.38,0.288,0.032
1020,2020-02-26,Central,Phone,Premium,Home,2466.72,28,2646.34,980.4,38.77,0.492,0.13
1021,2020-08-12,West,In-Store,Regular,Toys,8793.26,25,279.1,316.65,92.09,0.416,0.077
1022,2023-01-13,East,In-Store,Premium,Sports,4514.52,81,3757.2,912.72,97.28,0.327,0.121
1023,2021-02-10,North,Mobile App,Regular,Books,8387.48,64,1344.64,300.27,55.8,0.304,0.124
1024,2020-09-30,East,Mobile App,Regular,Food,8448.47,68,712.82,388.46,7.88,0.375,0.144
1025,2022-07-30,North,Online,Regular,Home,8898.91,88,168.78,434.41,48.65,0.381,0.083
1026,2023-10-09,East,Online,Regular,Food,7756.27,63,4874.18,224.25,6.29,0.477,0.081
1027,2020-06-30,West,In-Store,Regular,Automotive,2426.44,2,2154.93,874.98,154.61,0.389,0.035
1028,2021-11-11,East,In-Store,Regular,Food,3941.21,2,2197.12,549.68,170.79,0.174,0.128
1029,2020-10-09,South,Online,Regular,Sports,6297.33,32,4832.19,761.64,180.18,0.374,0.055
1030,2020-11-30,East,Mobile App,Premium,Sports,6684.02,76,4592.84,695.2,72.32,0.242,0.06
1031,2022-03-13,South,Phone,Regular,Books,6348.39,53,4350.0,871.39,44.21,0.407,0.129
1032,2021-09-09,South,In-Store,Premium,Electronics,8715.95,77,3222.65,341.3,42.66,0.27,0.034
1033,2020-07-13,South,Phone,Basic,Garden,1249.07,79,2961.89,786.12,102.81,0.278,0.062
1034,2021-08-26,North,Online,Regular,Food,1763.14,65,3046.61,619.83,33.78,0.417,0.113
1035,2020-02-12,East,Online,Regular,Toys,1749.86,97,3594.4,794.44,19.33,0.175,0.03
1036,2020-05-23,North,Phone,Regular,Clothing,5940.7,55,4246.67,158.32,174.62,0.424,0.014
1037,2022-12-10,South,Online,Basic,Home,5282.61,96,4789.15,550.38,32.12,0.219,0.141
1038,2022-02-10,North,In-Store,Regular,Books,8791.43,78,4388.33,848.02,82.59,0.496,0.044
1039,2023-08-03,South,In-Store,Regular,Garden,6966.69,99,1306.18,122.8,170.23,0.463,0.062
1040,2021-02-10,West,Online,Premium,Electronics,6605.29,89,2067.38,779.94,49.78,0.488,0.148
1041,2020-02-16,Central,Online,Basic,Food,8025.58,4,639.67,397.41,196.24,0.359,0.114
1042,2023-07-19,North,Online,Premium,Beauty,4455.23,70,1651.23,683.44,130.26,0.394,0.097
1043,2022-06-12,West,In-Store,Premium,Clothing,8096.86,62,4090.29,679.55,118.35,0.118,0.063
1044,2022-07-08,North,Online,Basic,Sports,5295.95,79,2058.77,49.93,100.47,0.452,0.057
1045,2021-03-26,West,Mobile App,Basic,Food,2802.25,21,3840.22,238.23,128.41,0.452,0.088
1046,2022-03-26,North,Phone,Basic,Home,2182.45,28,3109.38,243.35,79.55,0.23,0.086
1047,2022-09-22,West,Online,Basic,Automotive,515.38,86,1329.73,450.93,95.39,0.251,0.085
1048,2023-07-31,Central,Online,Basic,Clothing,5363.39,29,154.61,991.66,68.99,0.346,0.032
1049,2021-01-11,West,In-Store,Regular,Food,713.81,26,4155.18,496.18,28.99,0.285,0.145
1050,2021-05-13,Central,In-Store,Basic,Home,2565.94,77,1017.79,156.96,61.53,0.381,0.049
1051,2021-10-08,South,Mobile App,Basic,Food,4688.05,9,4167.06,333.56,63.49,0.105,0.031
1052,2020-09-07,West,In-Store,Basic,Automotive,1634.18,42,727.15,119.2,191.62,0.493,0.121
1053,2020-07-23,North,In-Store,Premium,Automotive,130.41,90,2552.89,703.87,120.93,0.344,0.017
1054,2023-10-18,East,In-Store,Regular,Sports,3607.7,31,91.92,399.51,81.46,0.162,0.077
1055,2021-03-12,East,Online,Regular,Toys,7131.25,41,3896.22,698.28,96.38,0.449,0.016
1056,2021-07-07,East,Online,Basic,Electronics,3142.79,98,988.86,768.31,126.65,0.356,0.149
1057,2021-07-10,East,In-Store,Basic,Toys,818.48,39,2809.54,780.22,45.36,0.256,0.127
1058,2020-04-30,East,Online,Basic,Electronics,4864.34,34,3570.51,167.94,75.93,0.112,0.004
1059,2021-09-27,West,In-Store,Premium,Toys,8822.48,89,3254.99,800.61,36.26,0.377,0.105
1060,2020-03-12,North,In-Store,Regular,Garden,8862.89,81,3513.94,285.16,171.98,0.36,0.122
1061,2022-12-29,East,Phone,Regular,Books,8555.04,49,1820.58,229.89,120.96,0.391,0.057
1062,2021-02-07,Central,In-Store,Premium,Electronics,7707.19,88,3510.18,253.84,104.01,0.358,0.077
1063,2020-07-07,Central,In-Store,Regular,Books,5069.27,78,2290.03,583.85,150.39,0.237,0.086
1064,2023-02-19,East,Online,Regular,Beauty,8416.6,49,3680.78,920.85,178.02,0.425,0.104
1065,2023-05-04,North,Online,Basic,Toys,8188.1,89,4342.95,399.84,16.24,0.242,0.0
1066,2020-05-03,East,Phone,Premium,Garden,6416.35,1,1133.82,38.6,57.53,0.293,0.023
1067,2021-12-24,South,Phone,Regular,Beauty,6869.37,1,615.8,83.64,108.26,0.121,0.085
1068,2023-06-10,South,Phone,Basic,Beauty,4516.57,29,2616.37,224.25,192.36,0.422,0.107
1069,2022-07-01,West,Online,Regular,Sports,968.49,97,4531.02,322.18,104.73,0.107,0.115
1070,2021-08-14,South,Phone,Basic,Sports,3374.99,26,3906.94,158.92,134.55,0.216,0.029
1071,2022-06-26,South,Online,Basic,Automotive,6982.57,42,4045.75,59.69,44.6,0.226,0.001
1072,2023-03-18,Central,Phone,Premium,Garden,9985.49,25,371.26,12.52,120.26,0.32,0.001
1073,2022-05-01,West,Online,Regular,Sports,7202.65,75,394.46,239.15,41.51,0.336,0.073
1074,2020-02-28,Central,Online,Premium,Garden,6763.69,27,4976.08,952.93,65.91,0.321,0.063
1075,2021-01-02,West,Mobile App,Premium,Automotive,4548.7,53,1779.72,917.27,113.83,0.494,0.047
1076,2022-11-06,South,Mobile App,Premium,Clothing,5128.55,18,2394.23,874.81,94.64,0.349,0.136
1077,2022-03-24,Central,Online,Basic,Clothing,3491.04,2,223.33,358.33,98.2,0.316,0.133
1078,2023-08-15,South,Phone,Basic,Sports,5928.44,54,4288.86,837.19,171.74,0.125,0.025
1079,2022-11-12,Central,In-Store,Premium,Books,4556.25,43,283.99,870.04,64.04,0.21,0.022
1080,2022-10-24,West,Phone,Regular,Automotive,4044.53,62,4000.27,439.83,129.48,0.45,0.021
1081,2023-08-09,Central,Online,Premium,Books,1564.53,72,254.18,394.79,186.88,0.169,0.095
1082,2021-04-04,East,Mobile App,Premium,Toys,9320.5,89,776.62,595.12,87.4,0.487,0.125
1083,2022-01-07,East,In-Store,Premium,Automotive,2654.41,63,1817.29,767.09,65.31,0.152,0.051
1084,2023-02-24,West,Phone,Premium,Home,300.16,8,1428.45,901.56,199.09,0.34,0.052
1085,2020-06-01,Central,In-Store,Premium,Food,4408.75,4,902.11,406.78,184.93,0.351,0.001
1086,2023-03-11,East,Mobile App,Premium,Automotive,7485.26,72,276.42,895.85,35.97,0.264,0.017
1087,2020-09-20,West,In-Store,Basic,Home,5811.69,96,2463.97,957.63,119.7,0.259,0.11
1088,2022-08-13,North,Online,Basic,Home,9644.73,13,4275.5,501.26,154.68,0.12,0.125
1089,2020-05-08,North,Online,Premium,Beauty,1787.11,27,3412.92,81.84,67.18,0.469,0.003
1090,2023-03-10,Central,Phone,Basic,Sports,7096.85,15,955.25,178.27,160.83,0.137,0.065
1091,2023-07-29,West,In-Store,Premium,Electronics,5165.9,8,2393.85,224.49,185.32,0.425,0.007
1092,2020-04-03,South,Phone,Premium,Food,3362.03,29,3943.73,961.68,98.84,0.34,0.118
1093,2020-11-11,Central,In-Store,Basic,Books,9731.79,16,2973.84,21.87,107.13,0.423,0.12
1094,2020-03-28,West,Phone,Basic,Electronics,5452.53,100,2957.08,919.86,76.65,0.286,0.142
1095,2020-01-05,North,Online,Basic,Clothing,5915.35,52,3934.0,780.78,12.87,0.126,0.02
1096,2023-04-08,East,Phone,Premium,Electronics,9424.51,74,3060.99,314.71,72.18,0.128,0.082
1097,2020-01-17,West,Phone,Regular,Electronics,5312.4,11,1778.34,312.02,109.61,0.181,0.071
1098,2020-11-08,North,Mobile App,Basic,Automotive,5175.46,78,2767.86,697.43,190.65,0.415,0.058
1099,2020-08-08,West,In-Store,Basic,Garden,3031.8,66,1639.79,138.21,135.52,0.217,0.126
1100,2020-03-06,East,Mobile App,Basic,Food,7978.14,48,586.34,960.0,176.06,0.244,0.054
1101,2020-11-06,South,Online,Regular,Automotive,696.74,55,1466.55,143.34,49.31,0.329,0.145
1102,2022-12-10,South,Phone,Basic,Toys,5489.4,72,1783.77,576.21,24.4,0.174,0.022
1103,2021-05-21,North,In-Store,Regular,Automotive,9863.57,63,3218.76,795.01,179.23,0.399,0.08
1104,2020-07-08,South,Mobile App,Premium,Beauty,711.53,32,4978.47,688.11,66.58,0.243,0.023
1105,2022-10-01,North,Online,Premium,Toys,5241.48,8,4958.37,798.43,122.94,0.274,0.015
1106,2020-11-23,East,In-Store,Basic,Automotive,9671.15,54,4758.98,735.56,33.75,0.268,0.134
1107,2021-12-07,North,Mobile App,Regular,Automotive,3816.37,93,2295.41,91.61,63.99,0.157,0.03
1108,2020-08-08,North,Phone,Basic,Food,6181.09,77,3877.46,715.43,106.55,0.391,0.008
1109,2021-03-14,East,In-Store,Regular,Beauty,5785.61,99,3533.19,620.27,77.9,0.149,0.012
1110,2022-05-08,Central,Mobile App,Regular,Garden,305.29,69,3566.42,654.61,131.12,0.415,0.127
1111,2020-11-29,East,Phone,Regular,Home,8149.75,63,4427.42,681.44,104.06,0.475,0.113
1112,2022-11-05,East,Phone,Basic,Toys,4774.84,75,4347.8,75.42,100.6,0.361,0.076
1113,2021-12-21,East,Phone,Premium,Sports,3067.67,44,2375.27,593.55,114.74,0.199,0.145
1114,2022-09-25,East,Mobile App,Premium,Books,9616.27,67,2479.13,963.93,72.64,0.393,0.083
1115,2021-01-02,North,In-Store,Basic,Toys,3940.09,6,3745.98,948.76,127.13,0.346,0.048
1116,2023-06-10,East,Mobile App,Basic,Clothing,9169.59,44,4163.91,150.23,84.55,0.358,0.145
1117,2020-02-23,North,In-Store,Regular,Food,6487.6,45,274.26,393.57,127.15,0.132,0.039
1118,2021-03-17,Central,In-Store,Regular,Sports,8819.13,15,1064.97,163.62,198.73,0.277,0.115
1119,2023-09-22,North,In-Store,Premium,Food,6225.56,60,4081.69,131.87,130.86,0.156,0.078
1120,2020-10-22,West,Online,Basic,Electronics,5565.39,25,4849.59,807.34,139.1,0.103,0.01
1121,2020-08-05,North,In-Store,Premium,Garden,9849.51,2,2416.05,14.09,79.25,0.212,0.028
1122,2023-07-07,East,Mobile App,Basic,Home,5361.92,27,2861.47,220.8,121.3,0.274,0.134
1123,2021-06-30,West,Mobile App,Regular,Home,518.93,14,1642.66,722.49,16.5,0.318,0.124
1124,2022-11-09,East,Phone,Basic,Garden,381.91,64,3186.87,364.9,124.32,0.303,0.119
1125,2020-12-16,North,Online,Regular,Garden,1091.56,77,2784.48,489.99,182.92,0.282,0.118
1126,2020-08-28,North,Online,Regular,Automotive,299.58,85,1411.65,501.32,146.11,0.387,0.049
1127,2020-03-07,West,Mobile App,Regular,Sports,8721.46,92,1273.07,53.72,19.84,0.35,0.141
1128,2023-06-23,Central,Phone,Basic,Beauty,6122.31,63,1621.27,886.96,133.95,0.13,0.039
1129,2022-08-25,South,Mobile App,Premium,Sports,805.43,17,1010.16,801.41,90.06,0.38,0.124
1130,2023-11-14,South,Phone,Regular,Electronics,9843.42,35,3112.36,591.68,126.11,0.236,0.032
1131,2021-03-20,West,Online,Premium,Toys,9021.88,65,933.43,975.7,40.92,0.184,0.046
1132,2022-01-20,Central,Online,Regular,Automotive,3951.31,20,2226.29,483.98,23.04,0.117,0.12
1133,2023-08-21,West,In-Store,Premium,Home,8460.85,34,1960.82,404.97,185.34,0.444,0.003
